X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor
-1018592.51030237,4684784.49168927,1,40c18c94-3c10-4a06-bd64-31647a46ae96,2018/11/14 18:38:53.438+00,turismodeportugalSIG,2018/11/14 18:38:53.438+00,turismodeportugalSIG
